Date,Close,High,Low,Open,Volume
2020-01-03,521.1690673828125,523.0550952001441,518.6544029813384,520.3469814526062,9594690
2020-01-06,508.4504699707031,519.6214735566382,506.612790145987,519.6214735566382,12534334
2020-01-07,505.742431640625,518.0256672258183,504.53344711196837,513.866772253729,16101835
2020-01-08,508.6923522949219,510.0463795747278,498.10163580481515,499.0688234471546,16094310
2020-01-09,528.37451171875,529.4384533726594,512.8995119449924,513.286410552312,18934019
2020-01-10,522.5231323242188,528.5680551877567,520.8305539224282,527.0205785476709,12335407
2020-01-13,520.9271240234375,528.1326821535253,520.3468351808198,521.7009211901753,7901800
2020-01-14,519.9600219726562,521.2657606315963,516.6232720310708,518.6059947734109,13939440
2020-01-15,518.0256958007812,519.3314345832252,513.2381640291727,517.542101962643,12353176
2020-01-16,519.5247802734375,522.281240987898,515.7043779078715,516.381420952677,11249232
2020-01-17,514.5921020507812,520.3468795323953,513.1896683570775,516.9617232529095,18312609
2020-01-20,517.3002319335938,526.1500215337655,513.5765835191719,515.5109585983402,19159996
2020-01-21,513.6248779296875,522.5230141793963,512.8027922191036,515.4625576776752,13477994
2020-01-22,505.6940002441406,517.3970053273182,503.66292994854064,514.0601963853084,17527408
2020-01-23,510.3848876953125,512.8512041691279,500.0843165587117,504.29161786810863,17061293
2020-01-24,516.3330688476562,519.7666320017483,509.7078575007106,511.88402956783887,17851868
2020-01-27,519.6215209960938,527.1172246493645,514.0601924791509,520.8305054562987,38149166
2020-01-28,510.8684997558594,522.861590520739,507.24154627268985,520.4436215319593,24009224
2020-01-29,509.3210144042969,517.2519652760012,508.0636822126436,514.108605280642,16400827
2020-01-30,514.7372436523438,516.4298219231634,506.9513954130622,510.3365519547016,14319317
2020-01-31,508.4021911621094,515.2691995848936,505.25883142742913,512.6094336555489,16292578
2020-02-03,498.633544921875,502.11545562836,485.5281650230603,487.4625401825147,22531888
2020-02-04,513.3831176757812,517.1068250027565,499.6974498507579,502.93750439107026,17781475
2020-02-05,521.4108276367188,522.6682187814763,508.45054881625816,511.69060376326127,18782476
2020-02-06,523.8287353515625,529.0515715539195,518.6543057509859,522.6197509558725,15296851
2020-02-07,518.8477783203125,523.9738605813478,517.590446298918,523.2001223399084,8297149
2020-02-10,516.4298095703125,524.4574545134066,513.0930006811658,520.9756029096975,12536053
2020-02-11,522.0394897460938,526.9237751572385,519.8633177184352,520.0567670384937,11243552
2020-02-12,531.276123046875,532.630209264613,524.892708665984,527.8909665349748,14026335
2020-02-13,523.2484741210938,530.9859746626256,520.3469114180193,530.9859746626256,9227235
2020-02-14,527.8909912109375,530.6475113475179,518.9445057255743,523.4902993462483,14458649
2020-02-17,523.8287353515625,527.4556885386323,520.1050870258139,525.1828214877116,7793293
2020-02-18,523.44189453125,526.5369063834131,518.4125076505402,523.2484452219071,15918303
2020-02-19,526.9237670898438,528.5679977365008,522.7648724182593,525.66643507738,8704234
2020-02-20,529.0516357421875,531.3245030688684,524.0222482394283,527.6008542913405,13588526
2020-02-24,512.46435546875,524.0706073305613,510.23983566839274,521.7977399539365,16940750
2020-02-25,513.5282592773438,521.1206581950111,508.06362581746794,514.9790406526263,14942960
2020-02-26,506.5160827636719,511.98065647330634,505.0653015789559,509.562687832113,15743918
2020-02-27,498.44012451171875,506.12927802305245,495.82876512093804,505.6456842051377,26315054
2020-02-28,480.93402099609375,490.2190276063518,476.0497355556641,485.14129284470374,32737933
2020-03-02,489.4936218261719,503.46946412451314,482.0946430192593,491.573069142122,28642076
