Date,Close,High,Low,Open,Volume
2020-01-03,600.6987915039062,608.5603376104458,598.4255468849254,607.2342686142049,10855550
2020-01-06,587.6988525390625,597.5732060182935,585.3546156735159,596.7207247157202,10890186
2020-01-07,597.0047607421875,602.1431767378965,593.050314229868,596.1996846178865,14724494
2020-01-08,595.4419555664062,597.7388448014235,587.2725661329978,590.5402756575533,11332110
2020-01-09,602.1195068359375,604.2033046016976,598.1887051911852,599.0885335231053,9546316
2020-01-10,607.4710693359375,609.4601728526172,603.871813491343,608.1341038414974,9214580
2020-01-13,609.033935546875,614.0066076489296,604.2980573544421,607.4710726189669,7451568
2020-01-14,610.6914672851562,612.1359331976332,605.0084136927392,610.4546733854722,7886290
2020-01-15,608.2052001953125,609.9574521269482,603.3982719253166,609.2234256414325,11787448
2020-01-16,609.8154296875,611.4019374828233,605.8846272593686,607.16334918936,7150400
2020-01-17,605.3162841796875,608.513001967246,602.3563603023184,607.0211887708494,16918814
2020-01-20,594.3053588867188,617.9610470531414,593.1687365718038,617.9610470531414,22178450
2020-01-21,589.3089599609375,591.9847425595085,586.4911357107582,591.9847425595085,14984804
2020-01-22,587.6514282226562,594.3527073618872,584.5968099426914,591.0612951746068,18368310
2020-01-23,589.5457763671875,590.4929519914465,582.9865967313965,587.248887040562,11508920
2020-01-24,589.4036865234375,593.8790678577712,586.8225984717415,590.0903656704809,11831756
2020-01-27,574.5567016601562,584.8809389292223,573.8700224675994,584.8809389292223,18888552
2020-01-28,579.2926025390625,581.4711527758164,574.5804268199824,577.2088623646235,13412158
2020-01-29,585.283447265625,588.1960236793792,578.8426650097595,580.2871308654205,13788350
2020-01-30,580.6423950195312,586.7516319136959,576.4510963819321,586.7516319136959,12111984
2020-01-31,580.7607421875,586.2070018867788,577.8955128734751,583.1996731083684,11178268
2020-02-03,564.8955078125,567.3344385473835,557.7442863299673,566.8845532961541,13077010
2020-02-04,582.4182739257812,584.4073194738172,567.3581594243379,567.3581594243379,20897704
2020-02-05,589.4510498046875,591.0375573266558,581.234313274247,584.8335688880729,18020682
2020-02-06,587.1542358398438,591.3691214293652,585.9228611888204,589.4511253356094,11827550
2020-02-07,588.2907104492188,590.5639548915685,583.2706916009547,590.0903671169963,6815448
2020-02-10,587.3910522460938,588.6460138398753,580.6424251679804,588.6460138398753,9219834
2020-02-11,587.5331420898438,594.352819469064,586.3255276213613,588.8118641171482,11613520
2020-02-12,591.5111694335938,593.3581734383829,589.1669329193304,589.7115126471815,6297930
2020-02-13,587.9119262695312,596.6733008644125,584.2179181807978,596.6733008644125,9112140
2020-02-14,577.4693603515625,591.2271111621104,575.4092646698865,588.764419540286,14688858
2020-02-17,576.4273681640625,583.9337227869158,575.1486464932532,580.1450206114938,10152690
2020-02-18,574.5804443359375,577.0667804849288,569.9629629163823,576.3090515064869,10529116
2020-02-19,581.18701171875,582.5130808809355,574.8883277259173,578.9611718511736,10012268
2020-02-20,576.40380859375,582.5131039288668,574.9830449256308,582.5131039288668,11123414
2020-02-24,573.017578125,575.2908228585611,568.3054022887617,572.5439902897593,16568084
2020-02-25,568.4474487304688,572.5676393882633,567.3581736866331,570.1997004329769,13886680
2020-02-26,567.9501953125,570.5312258169903,561.5094124980089,567.1214166243225,13814786
2020-02-27,568.0448608398438,569.489326747266,559.3071890964833,565.9374182644348,20655098
2020-02-28,557.720703125,561.201562010712,554.1450919894718,556.7024777583055,24313056
2020-03-02,558.6441650390625,568.8500053945262,552.2744321654279,568.4000622917009,14664898
2020-03-03,559.68603515625,561.3672370094275,553.1505009757981,556.4656152795914,22369550
2020-03-04,544.0813598632812,558.833632138287,536.6223516377066,558.0522006667385,34288870
2020-03-05,545.265380859375,551.7298668268896,541.1925367522988,546.0468124046383,19549708
2020-03-06,537.474853515625,540.3163805679825,521.4202141076019,532.7863223170319,23053566
2020-03-09,524.40380859375,529.6606217571953,504.3710209743091,525.6824725647729,34420590
2020-03-11,527.4821166992188,530.4183379455845,517.1578794969449,523.3145209195276,35538240
2020-03-12,483.6752624511719,511.4748748564138,475.2217309428317,509.1069356209674,59000770
2020-03-13,506.64422607421875,512.1614774178273,435.32188963927103,464.1396942571931,66342364
2020-03-16,473.35101318359375,491.1105559493614,471.2198680517016,490.1633803351871,31986322
