Date,Close,High,Low,Open,Volume
2020-01-06,4639.00634765625,4736.951398647004,4633.356742044072,4731.701674375798,250600
2020-01-07,4674.404296875,4722.301682564409,4647.305623054187,4671.804335827526,261800
2020-01-08,4686.603515625,4693.552857022009,4617.107172121541,4627.306342531302,278800
2020-01-09,4765.849609375,4770.84934659382,4730.501369586823,4732.95143612628,289200
2020-01-10,4787.44873046875,4814.997088155174,4769.249491086881,4780.7986891428645,262300
2020-01-13,4826.7958984375,4830.995872816741,4803.647213795064,4805.597306525905,201600
2020-01-14,4865.34423828125,4868.04380334741,4823.546143396316,4833.795604396288,255800
2020-01-15,4923.541015625,4928.890832086479,4846.795049513731,4862.544221712461,308500
2020-01-16,4968.638671875,4975.588501794191,4937.890288497809,4941.890078205411,297400
2020-01-17,4986.28759765625,5006.736717639071,4948.289595804785,4965.338992220432,229900
2020-01-20,4944.59033203125,5002.237205878157,4937.340712892296,5001.487245277575,249200
2020-01-21,4940.34033203125,4969.738688594354,4918.141303955016,4922.091291575144,246800
2020-01-22,4921.39111328125,4965.939063716748,4910.041612433223,4965.939063716748,208100
2020-01-23,4994.037109375,5005.886583727638,4916.6412781908375,4919.341331475691,270000
2020-01-24,5037.685546875,5055.034244858098,4982.13817201732,4999.58745065404,230800
2020-01-27,5012.58642578125,5073.683309621607,5003.886688092011,5018.836097036287,224800
2020-01-28,4994.4375,5037.284855707896,4976.938420409191,5017.78588130671,223500
2020-01-29,5015.486328125,5054.334383478884,5005.937025459114,5027.285512511124,262900
2020-01-30,4976.48828125,5019.836099198937,4960.88900397614,5018.035900904508,306500
2020-01-31,4915.44189453125,4997.487387823056,4908.391972027766,4988.137781477797,280600
2020-02-03,4836.845703125,4858.5945592410735,4737.800619445357,4754.999910158917,262600
2020-02-04,4906.59228515625,4919.84158898344,4853.5950698474935,4856.445017755782,255300
2020-02-05,4967.18896484375,4987.03753035871,4923.790856577695,4927.941028940117,294200
2020-02-06,4998.13720703125,5023.485972390774,4953.239664441443,4987.987838124564,272400
2020-02-07,5015.1865234375,5024.335944753264,4986.88771826965,5008.48668036717,221500
2020-02-10,4957.0390625,5017.3361838166575,4932.240562223284,5017.3361838166575,211100
2020-02-11,4950.18994140625,5001.5368512416335,4941.740190335436,4976.338469003469,223400
2020-02-12,4944.990234375,4982.688449359954,4927.741140488347,4966.589197414624,229500
2020-02-13,4929.890625,4950.439837225674,4913.3914927375445,4948.839823718806,201200
2020-02-14,4887.29296875,4966.189213237037,4877.743665895348,4941.190526962459,219700
2020-02-17,4847.2451171875,4899.792158792583,4837.445827776282,4896.692712395851,0
2020-02-18,4822.99658203125,4836.345978261153,4761.9499849563545,4835.745912134583,297400
2020-02-19,4900.9423828125,4905.291763389731,4840.345472837237,4855.794367184361,225500
2020-02-20,4927.49072265625,4965.038551631992,4897.142221893654,4907.0416033464535,303200
2020-02-24,4813.546875,4899.8924355952795,4805.447691199754,4899.042382605393,287600
2020-02-25,4807.64697265625,4864.793868509176,4795.44790741625,4827.8959073624055,264900
2020-02-26,4745.1005859375,4803.34752313764,4729.001334828492,4780.948798586469,257500
2020-02-27,4702.65283203125,4744.4006386642295,4663.355091987954,4744.4006386642295,268400
2020-02-28,4518.0625,4598.108588663906,4491.514089729289,4594.058508419753,371700
2020-03-02,4469.01513671875,4636.556136506792,4437.116910744801,4589.108923002172,333200
2020-03-03,4561.96044921875,4582.909055331537,4469.715297006265,4513.562602060519,281100
2020-03-04,4499.96337890625,4577.658997104873,4416.367680581992,4563.409746990133,322900
2020-03-05,4507.1630859375,4546.810905096358,4464.115543063963,4523.612416965441,280600
2020-03-06,4379.9697265625,4395.518713080992,4282.424566303005,4329.522185739049,307100
2020-03-09,4156.68115234375,4281.524679969568,4097.534362666035,4272.025179891396,361100
2020-03-11,4123.43310546875,4222.128111714667,4105.734328982348,4139.732541465482,362200
2020-03-12,3774.551513671875,3958.641930858586,3736.1035843000195,3947.842449925563,586200
2020-03-13,3920.0439453125,3946.0425787104023,3381.9721310686514,3436.469266460407,540900
2020-03-16,3646.558349609375,3794.450479258518,3630.559190469387,3746.9031734916025,366000
2020-03-17,3559.912841796875,3741.253156585572,3545.763439588719,3666.107207012575,349100
2020-03-18,3370.4228515625,3622.709388833653,3324.3752243183762,3600.560651262808,457200
2020-03-19,3233.580078125,3356.423720452626,3096.437382512928,3180.032843158399,480300
2020-03-20,3413.37060546875,3445.1189364360484,3213.331072863411,3257.828733589231,486100
2020-03-23,2904.9970703125,3184.832445816604,2896.847596712936,3124.285582361787,233400
2020-03-24,2974.993408203125,3068.9386616956967,2855.199905035917,3013.391534823587,297200
2020-03-25,3110.33642578125,3125.1356963080007,2910.9968114995318,2917.0965883653275,262700
2020-03-26,3219.730712890625,3288.527146624185,3088.13777428165,3135.1853508676954,340900
2020-03-27,3206.33154296875,3383.1223034103627,3160.4340520272403,3327.725067434083,356000
2020-03-30,3121.3359375,3160.6339207621277,3068.888743038077,3121.3859836976153,236100
2020-03-31,3180.432861328125,3193.481979855356,3110.986317715083,3182.0326307232635,278000
2020-04-01,3095.287109375,3182.8825986681577,3067.688707800066,3170.2831638630523,246600
2020-04-03,3036.84033203125,3113.5862969582827,3030.340673763814,3110.036434771279,287700
2020-04-07,3231.93017578125,3237.979662411102,3102.38693781496,3143.934802223671,386100
2020-04-08,3287.627197265625,3416.2202898209457,3178.73277605657,3208.531258188142,456200
2020-04-09,3420.77001953125,3427.569710697334,3349.2737802154134,3354.873583323432,369000
2020-04-13,3371.622802734375,3437.369346440854,3318.5755425988746,3435.269359180861,320900
2020-04-15,3419.370361328125,3510.8155070686225,3381.8723318450507,3414.320577865512,418800
2020-04-16,3499.31591796875,3513.765109038792,3386.3719082332063,3402.970888557017,345400
2020-04-17,3593.760986328125,3652.9080227808245,3533.4143059230873,3600.910756867834,438700
2020-04-20,3600.560791015625,3661.3075987790626,3577.9120788586465,3631.10923452716,465700
2020-04-21,3472.46728515625,3528.9145119069335,3454.468231727159,3528.9145119069335,314200
2020-04-22,3521.514892578125,3532.914440006616,3415.6205550716063,3458.6683417020404,339200
2020-04-23,3570.962158203125,3631.208990712322,3543.4636039458155,3548.2133542266233,345700
2020-04-24,3470.167724609375,3561.8628567863293,3461.0180589814113,3526.114735512176,402100
2020-04-27,3531.064453125,3547.663678541606,3514.2652870428037,3519.1651760526674,312400
2020-04-28,3597.61083984375,3606.760260992407,3528.2643893222394,3569.962147485803,357900
2020-04-29,3648.9580078125,3663.207258460694,3609.2100981096437,3623.1095136396416,381500
2020-04-30,3722.2041015625,3752.5025565873293,3694.9057328634017,3707.304982963806,573600
2020-05-04,3548.46337890625,3608.360376930919,3530.7643580757235,3605.1605939542474,469400
2020-05-05,3518.614990234375,3626.109336659704,3511.015292277842,3608.2101315689547,406200
2020-05-06,3567.46240234375,3581.7616996241536,3470.4176981674764,3531.2643536822197,404800
2020-05-07,3542.313720703125,3614.2098422527315,3536.713917523164,3558.512820014587,340200
2020-05-08,3537.31396484375,3603.3104939404816,3525.4644903775406,3592.861092325723,0
2020-05-11,3566.96240234375,3606.0103985852566,3558.7128359882677,3568.062442175598,341600
2020-05-12,3547.3134765625,3567.7623524996493,3487.316631292944,3549.463265866877,361200
2020-05-13,3647.408447265625,3688.1062600009027,3581.111881941699,3688.1062600009027,838700
2020-05-14,3625.909423828125,3665.4571488398137,3600.5606591742835,3620.909686746719,718000
2020-05-15,3618.309814453125,3657.857784561431,3601.210615564714,3642.808526752172,494500
2020-05-18,3430.61962890625,3631.159131149431,3424.0198783378764,3630.809051904219,527500
